;0,2009896;0,7575466;2,790836;0,1883184;0,1710581;2,729622;0,1892848;0,2252947;2,792035;0,1939778;0,5724201;2,814426;0,02176743;0,5316928;2,807373;-0,09681331;0,7196645;2,71367;-0,1659034;0,928634;2,620471;-0,198219;1,016791;2,594926;0,3801166;0,51631;2,808187;0,5007383;0,7160504;2,74929;0,5998875;0,9565068;2,702802;0,6319016;1,050277;2,684123;0,1081965;0,09460925;2,70949;0,1018179;-0,4794974;2,740687;0,1207044;-0,8431223;2,705684;0,1018073;-0,9038495;2,623603;0,2648878;0,09078791;2,711513;0,2950819;-0,4735515;2,711485;0,2901785;-0,846811;2,697526;0,301337;-0,9050061;2,636201; 
0,1962262;0,747804;2,791208;0,189741;0,1670721;2,73132;0,1901747;0,2217848;2,793819;0,1912715;0,5700746;2,817823;0,01708029;0,5094932;2,810178;-0,1660004;0,6539562;2,668701;-0,196312;0,8996706;2,513905;-0,201493;0,9760496;2,483805;0,3783488;0,5171648;2,811855;0,5063161;0,7253448;2,750459;0,6024147;0,9590719;2,700474;0,637577;1,051829;2,677008;0,1107368;0,08898114;2,709006;0,09818208;-0,4781495;2,735938;0,1202854;-0,8440389;2,705039;0,1015814;-0,904489;2,622418;0,2677124;0,08703272;2,714643;0,2939958;-0,4710296;2,709716;0,2898767;-0,8470836;2,697884;0,2984972;-0,9069963;2,642925; 
0,1960705;0,7487414;2,792296;0,1899423;0,1653845;2,732304;0,1908047;0,2206135;2,794672;0,1916471;0,5700757;2,817943;0,01605653;0,5059146;2,812304;-0,1723122;0,6448042;2,660863;-0,1982249;0,8700162;2,486811;-0,1996412;0,9465303;2,456748;0,3782727;0,5161746;2,811911;0,5068631;0,7254838;2,749741;0,6027211;0,9588966;2,695728;0,6389366;1,052285;2,67553;0,1106072;0,08596992;2,710459;0,09622416;-0,4760635;2,732812;0,1194147;-0,8417877;2,703135;0,1015208;-0,9044122;2,622496;0,2680279;0,0857538;2,715662;0,2939821;-0,4702012;2,708419;0,2900056;-0,8471497;2,697672;0,3000797;-0,9063793;2,642248; 
0,1964303;0,750546;2,791315;0,1913688;0,1623252;2,733869;0,1927451;0,218269;2,796384;0,1934506;0,5711429;2,820895;0,01606562;0,499244;2,814681;-0,1757652;0,5972742;2,655585;-0,1947435;0,7956377;2,476133;-0,1968786;0,8703319;2,430548;0,3784385;0,5141885;2,811208;0,5081288;0,7261082;2,74822;0,6038138;0,9588881;2,693162;0,6395807;1,051808;2,670951;0,111949;0,08175802;2,712454;0,09486977;-0,476295;2,730865;0,1186051;-0,8413524;2,702361;0,1012136;-0,9043061;2,622041;0,2694215;0,0838297;2,716522;0,2940993;-0,4694299;2,706916;0,2902987;-0,8470944;2,697533;0,3002024;-0,9064223;2,642211; 
0,1966385;0,7500478;2,791785;0,1932718;0,158711;2,735539;0,195257;0,2151436;2,79834;0,1942655;0,5708961;2,823977;0,01868749;0,4880116;2,817623;-0,1701922;0,5591854;2,658357;-0,1943784;0,7448863;2,452407;-0,1966722;0,8058588;2,407676;0,378684;0,5132773;2,81081;0,5108654;0,727237;2,746035;0,6049459;0,9594841;2,690395;0,6394767;1,051095;2,668832;0,1137626;0,07839975;2,713887;0,09399313;-0,4759976;2,729847;0,1184743;-0,8414593;2,701876;0,1012719;-0,904371;2,622128;0,2717596;0,0808312;2,717846;0,2959775;-0,4685201;2,701776;0,2914145;-0,8468453;2,696608;0,3065036;-0,9074711;2,625871; 
0,1979668;0,75088;2,793138;0,1951098;0,1560872;2,736953;0,1979793;0,2127279;2,799811;0,1964625;0,5700232;2,825312;0,02299034;0,4811366;2,820433;-0,1653959;0,506074;2,674396;-0,1892289;0,6592993;2,451449;-0,1905936;0,7159928;2,393038;0,3804161;0,5122781;2,809798;0,5107608;0,7193427;2,743371;0,6062254;0,9595981;2,688785;0,6406972;1,050245;2,66644;0,1157693;0,0755554;2,715999;0,09408145;-0,4757491;2,729429;0,1182027;-0,8416128;2,701422;0,1009473;-0,9043646;2,622944;0,2732989;0,07875537;2,718759;0,2970545;-0,4699792;2,696029;0,2999651;-0,8520751;2,69236;0,3113736;-0,9121332;2,613177; 
0,2011939;0,7527127;2,793262;0,1984711;0,1542827;2,738322;0,2019932;0,2111803;2,801266;0,2022239;0,5707357;2,827279;0,028511;0,4712352;2,820166;-0,169096;0,44887;2,695067;-0,188978;0,5804023;2,453814;-0,1811986;0,6303115;2,380395;0,3843092;0,5114195;2,809382;0,5135791;0,7193081;2,741459;0,6100157;0,9586259;2,685462;0,642186;1,049305;2,664934;0,118767;0,07340117;2,717523;0,0939023;-0,4751203;2,728891;0,1177979;-0,8418308;2,701771;0,1009227;-0,9044768;2,622826;0,2766353;0,07710893;2,720026;0,2990924;-0,4680264;2,687415;0,3078414;-0,8495631;2,691152;0,3116108;-0,9121006;2,611955; 
0,4651193;0,7440835;2,737921;0,3594823;0,1588752;2,750694;0,374716;0,2214559;2,803207;0,4335845;0,5674737;2,776386;0,2656916;0,4553838;2,78896;0,1256542;0,2093438;2,793298;0,03965043;0,01665533;2,712202;0,01098251;-0,04757416;2,689914;0,609446;0,4840772;2,772672;0,7686983;0,664455;2,67116;0,8721187;0,9152339;2,530045;0,8966676;0,9918262;2,513734;0,2686338;0,09660906;2,749476;-0,08177549;-0,3072405;2,766821;-0,352107;-0,6081071;2,691698;-0,3958229;-0,6653466;2,615924;0,4227067;0,06882233;2,737029;0,3547215;-0,4602431;2,701665;0,3225973;-0,8394952;2,692174;0,3211454;-0,9076992;2,612553; 
0,4663818;0,7454841;2,737986;0,3597056;0,158554;2,751176;0,3748356;0,2213889;2,802433;0,4339376;0,5674684;2,776533;0,2664752;0,4571051;2,789643;0,127837;0,2102669;2,795938;0,04871961;0,01305108;2,719615;0,02234716;-0,05268755;2,698918;0,6106384;0,4832634;2,773414;0,7734417;0,6673911;2,671154;0,8563046;0,8514405;2,565991;0,888599;0,9486508;2,523215;0,269015;0,09583408;2,750618;-0,04938821;-0,2579312;2,758407;-0,3205005;-0,5593252;2,690301;-0,3771593;-0,6349211;2,632678;0,4227805;0,06864293;2,737246;0,3529502;-0,4623255;2,701568;0,3259697;-0,8392684;2,691978;0,3201598;-0,9074938;2,611327; 
0,4674143;0,7443233;2,738662;0,3606259;0,1586596;2,751617;0,375664;0,2215009;2,801866;0,435264;0,5669931;2,777196;0,2675876;0,4575514;2,790187;0,1285915;0,2110149;2,796831;0,04945429;0,01399992;2,7198;0,02307522;-0,05167173;2,698865;0,6122625;0,4832333;2,774498;0,7750353;0,6675551;2,672003;0,882181;0,9073624;2,544579;0,9057378;0,9806526;2,516313;0,269926;0,09605388;2,750851;-0,04907264;-0,2574009;2,758184;-0,3223025;-0,5559701;2,682493;-0,3260543;-0,5913246;2,593066;0,4235252;0,06861901;2,737759;0,3520595;-0,463811;2,700963;0,3278804;-0,8392287;2,691487;0,3195854;-0,9071699;2,611148; 
0,4679168;0,7436053;2,738985;0,3620503;0,1586884;2,752171;0,3766718;0,2214735;2,801394;0,4364674;0,5654781;2,777419;0,2674437;0,4567802;2,789983;0,12893;0,2105878;2,797189;0,04980589;0,01362507;2,719889;0,02343121;-0,05202918;2,698863;0,6131837;0,4834564;2,776165;0,7765354;0,6664054;2,67448;0,8874735;0,9128011;2,544135;0,9117235;0,9868361;2,518685;0,2708876;0,09585946;2,751196;-0,04672005;-0,2548298;2,756936;-0,3189324;-0,5536963;2,67644;-0,322224;-0,5890955;2,586995;0,4253947;0,06839777;2,738548;0,3515509;-0,4655989;2,700646;0,3300062;-0,839572;2,692614;0,3189446;-0,9069451;2,610628; 
0,4684384;0,7431317;2,740336;0,3624952;0,158261;2,752254;0,377053;0,2211877;2,80062;0,436637;0,5653515;2,777528;0,2678738;0,4572191;2,790513;0,1299419;0,2102308;2,797432;0,05114199;0,01274097;2,717694;0,02487535;-0,05308898;2,695854;0,6136328;0,483428;2,776513;0,7778103;0,6672161;2,675658;0,8904889;0,9168106;2,544873;0,9142271;0,9906027;2,51844;0,2717363;0,09517965;2,751581;-0,04641812;-0,2545102;2,756489;-0,3209112;-0,550657;2,671647;-0,3242356;-0,5860584;2,582197;0,4256706;0,06802407;2,738392;0,3509584;-0,4661799;2,700544;0,3303067;-0,8396246;2,692473;0,3189365;-0,9067956;2,610604; 
0,4686736;0,7430555;2,740858;0,3636866;0,1566618;2,752121;0,3781857;0,2198517;2,799724;0,4377747;0,5647048;2,77744;0,2696756;0,4586941;2,790833;0,1302904;0,2099143;2,797142;0,05317116;0,01102247;2,714849;0,02746476;-0,05527479;2,692157;0,61415;0,4830479;2,776944;0,7779688;0,6673157;2,677352;0,8850267;0,9062192;2,553704;0,9102147;0,9778863;2,523188;0,2729277;0,09382646;2,751318;-0,04606033;-0,2541745;2,75528;-0,3189183;-0,5510889;2,66591;-0,3221805;-0,5865025;2,576452;0,4266463;0,06688982;2,738394;0,3508529;-0,4662713;2,700385;0,3306327;-0,8393235;2,692248;0,3200954;-0,9068253;2,609855; 
0,4699798;0,744655;2,741324;0,3636907;0,1567749;2,752052;0,3780982;0,2200335;2,798997;0,4385535;0,565027;2,777591;0,2694791;0,4574149;2,790161;0,1305874;0,2099546;2,796092;0,0540992;0,01404934;2,712284;0,02860315;-0,0512524;2,689085;0,614422;0,4830303;2,777236;0,7785397;0,6683071;2,678477;0,8897452;0,9204986;2,554871;0,9143448;0,9910874;2,521641;0,2728196;0,09392586;2,751318;-0,04637942;-0,2541167;2,753064;-0,3193476;-0,5511597;2,664016;-0,3223985;-0,5865694;2,574539;0,4266259;0,06696679;2,738115;0,3506695;-0,4663784;2,700173;0,33107;-0,8394464;2,692483;0,3185336;-0,9062616;2,612641
